filename,width,height,class,xmin,ymin,xmax,ymax
2935.png,1280,720,"(Sonstiges, gruen)",713,347,758,356
2935.png,1280,720,"(Sonstiges, blau)",546,411,554,419
2934.png,1280,720,Gefahrenzeichen,775,275,839,330
2934.png,1280,720,Zusatzschild,784,330,829,356
2933.png,1280,720,"(Sonstiges, blau)",621,359,639,376
2933.png,1280,720,Zusatzschild,623,377,638,386
2933.png,1280,720,"(Sonstiges, weiss)",560,386,586,395
2933.png,1280,720,"(Sonstiges, weiss)",560,379,587,386
2933.png,1280,720,"(Sonstiges, weiss)",152,357,178,387
2932.png,1280,720,"(Sonstiges, braun)",901,91,1223,211
2931.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",555,477,605,526
2931.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1411,498,1454,543
2930.png,1280,720,"(Sonstiges, blau)",722,356,737,371
2930.png,1280,720,"(Sonstiges, blau)",723,371,739,405
2930.png,1280,720,"(Sonstiges, blau)",642,405,662,416
2929.png,1920,1080,"(Sonstiges, blau)",628,617,657,646
2929.png,1920,1080,"(Sonstiges, rot/blau)",1119,509,1135,525
2929.png,1920,1080,"(Sonstiges, rot/blau)",1136,520,1152,536
2929.png,1920,1080,Zusatzschild,1118,525,1135,537
2929.png,1920,1080,Zusatzschild,1121,538,1137,550
2929.png,1920,1080,"(Sonstiges, blau)",1130,547,1147,563
2929.png,1920,1080,Zusatzschild,1130,563,1148,573
2929.png,1920,1080,"(Sonstiges, gelb)",1584,236,1626,290
2929.png,1920,1080,Vorfahrt,1584,297,1639,352
2929.png,1920,1080,"(Sonstiges, rot/blau)",1610,470,1657,517
2928.png,1920,1080,Vorfahrt,973,566,997,589
2927.png,1920,1080,"(Sonstiges, blau)",1165,426,1240,500
2927.png,1920,1080,"(Sonstiges, weiss)",973,633,982,645
2926.png,1920,1080,Ortsausgangsschild,135,507,221,566
2926.png,1920,1080,Vorfahrt,1235,509,1273,543
2926.png,1920,1080,"(Sonstiges, blau)",897,614,912,629
2925.png,1920,1080,"(Sonstiges, gelb)",1150,552,1189,607
2925.png,1920,1080,"(Sonstiges, gelb)",1026,526,1141,548
2925.png,1920,1080,Vorfahrt,1050,547,1082,578
2924.png,1920,1080,Vorfahrt,1568,193,1769,379
2924.png,1920,1080,"(Sonstiges, blau)",1816,393,1886,460
2924.png,1920,1080,Zusatzschild,1821,460,1891,499
2923.png,1920,1080,Vorfahrt,958,604,985,631
2922.png,1280,720,"(Sonstiges, gelb)",770,240,837,308
2921.png,1920,1080,"(Sonstiges, braun)",459,632,523,649
2921.png,1920,1080,"(Sonstiges, rot/blau)",451,660,473,681
2920.png,1920,1080,"(Sonstiges, gelb)",1086,498,1104,519
2920.png,1920,1080,Vorfahrt,1084,521,1106,542
2920.png,1920,1080,"(Sonstiges, blau)",1087,543,1103,560
2920.png,1920,1080,Zusatzschild,1087,561,1103,571
2920.png,1920,1080,"(Sonstiges, rot/blau)",1070,552,1084,567
2920.png,1920,1080,Zusatzschild,1070,567,1084,578
2920.png,1920,1080,"(Sonstiges, rot/blau)",1056,543,1067,556
2920.png,1920,1080,Zusatzschild,1056,556,1069,567
2920.png,1920,1080,Zusatzschild,1057,568,1070,579
2920.png,1920,1080,"(Sonstiges, rot/blau)",980,567,989,576
2920.png,1920,1080,"(Sonstiges, rot/blau)",989,575,998,583
2920.png,1920,1080,Zusatzschild,989,583,997,591
2920.png,1920,1080,Zusatzschild,980,576,989,583
2920.png,1920,1080,Zusatzschild,979,584,989,591
2920.png,1920,1080,Zusatzschild,977,589,985,598
2919.png,1920,1080,"(Sonstiges, rot/blau)",1634,407,1704,471
2918.png,1920,1080,Zusatzschild,1047,628,1088,653
2918.png,1920,1080,Gefahrenzeichen,1038,578,1097,631
2918.png,1920,1080,Vorfahrt,860,628,893,659
2917.png,1920,1080,"70 km/h, Ende - Hoechstgeschwindigkeit",1033,605,1045,617
2916.png,1280,720,Vorfahrt,669,345,688,363
2916.png,1280,720,Ortsausgangsschild,583,367,593,375
2915.png,1280,720,"80 km/h, Beginn - Hoechstgeschwindigkeit",863,260,915,311
2914.png,1920,1080,Gefahrenzeichen,1265,245,1421,377
2914.png,1920,1080,Zusatzschild,1305,382,1386,427
2914.png,1920,1080,"(Sonstiges, blau)",960,595,980,614
2913.png,1920,1080,"(Sonstiges, blau)",785,725,796,736
2913.png,1920,1080,Zusatzschild,785,736,795,741
2913.png,1920,1080,Zusatzschild,786,741,795,747
2913.png,1920,1080,"(Sonstiges, weiss)",759,727,779,734
2912.png,1280,720,"(Sonstiges, blau)",655,368,697,399
2911.png,1920,1080,Ortsausgangsschild,874,686,895,700
2910.png,1920,1080,"(Sonstiges, blau)",658,562,706,607
2909.png,1920,1080,"(Sonstiges, blau)",1085,592,1163,645
2908.png,1920,1080,"50 km/h, Beginn - Hoechstgeschwindigkeit",1642,485,1698,536
2908.png,1920,1080,"(Sonstiges, blau)",1262,567,1289,593
2907.png,1920,1080,Vorfahrt,1736,133,1920,344
2906.png,1920,1080,Kurve (rechts),1033,599,1098,658
2905.png,1280,720,Vorfahrt,899,42,1017,156
2905.png,1280,720,"(Sonstiges, blau)",837,324,872,337
2904.png,1920,1080,Vorfahrt,984,540,1004,561
2904.png,1920,1080,"(Sonstiges, blau)",1064,541,1087,565
2904.png,1920,1080,"(Sonstiges, gelb)",1016,536,1094,586
2903.png,1920,1080,"(Sonstiges, gelb)",1101,517,1242,574
2903.png,1920,1080,"(Sonstiges, blau)",1100,482,1127,522
2903.png,1920,1080,Vorfahrt,699,563,721,584
2902.png,1920,1080,"(Sonstiges, blau)",827,708,844,726
2902.png,1920,1080,"(Sonstiges, rot/weiss)",1070,634,1096,657
2902.png,1920,1080,"(Sonstiges, blau)",1074,658,1093,678
2900.png,1280,720,"(Sonstiges, blau)",787,404,812,416
2899.png,1920,1080,"(Sonstiges, gelb)",1077,470,1187,592
2898.png,1280,720,Ortsausgangsschild,215,317,268,350
2898.png,1280,720,"70 km/h, Beginn - Hoechstgeschwindigkeit",733,308,764,338
2897.png,1920,1080,Vorfahrt,1601,145,1873,379
2897.png,1920,1080,"(Sonstiges, rot/weiss)",1253,555,1284,596
2896.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1085,561,1115,592
2895.png,1920,1080,"(Sonstiges, gelb)",1177,319,1404,514
2895.png,1920,1080,"(Sonstiges, weiss)",993,545,1054,622
2894.png,1280,720,"80 km/h, Beginn - Hoechstgeschwindigkeit",657,358,672,373
2894.png,1280,720,"(Sonstiges, rot/weiss)",657,374,673,389
2894.png,1280,720,"80 km/h, Beginn - Hoechstgeschwindigkeit",411,365,427,381
2894.png,1280,720,"(Sonstiges, rot/weiss)",412,381,428,397
2893.png,1280,720,"Autobahn, Ende",1050,50,1208,189
2893.png,1280,720,"(Sonstiges, gelb)",767,309,796,350
2893.png,1280,720,Zusatzschild,768,350,797,365
2892.png,1280,720,Ortsausgangsschild,342,366,376,394
2891.png,1920,1080,"(Sonstiges, blau)",1123,570,1232,633
2891.png,1920,1080,"(Sonstiges, weiss)",1042,603,1062,631
2890.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1097,515,1133,551
2889.png,1280,720,Ortseingangsschild,1012,135,1148,221
2888.png,1920,1080,"(Sonstiges, weiss)",1458,414,1519,492
2888.png,1920,1080,"70 km/h, Ende - Hoechstgeschwindigkeit",559,564,589,593
2887.png,1920,1080,"50 km/h, Beginn - Hoechstgeschwindigkeit",1442,376,1545,474
2887.png,1920,1080,"(Sonstiges, gelb)",1087,473,1245,595
2886.png,1920,1080,"(Sonstiges, rot/weiss)",1091,627,1126,660
2885.png,1920,1080,Vorfahrt,1543,256,1689,387
2885.png,1920,1080,Gefahrenzeichen,966,688,987,709
2885.png,1920,1080,"(Sonstiges, blau)",850,621,872,643
2884.png,1920,1080,"(Sonstiges, rot/weiss)",740,396,770,431
2883.png,1920,1080,"(Sonstiges, weiss)",946,463,986,498
2883.png,1920,1080,Vorfahrt,93,515,119,539
2883.png,1920,1080,"(Sonstiges, gelb)",95,502,115,514
2883.png,1920,1080,"(Sonstiges, blau)",734,563,751,577
2883.png,1920,1080,"(Sonstiges, rot/blau)",735,577,750,591
2882.png,1920,1080,"(Sonstiges, gruen)",267,571,367,597
2882.png,1920,1080,"(Sonstiges, rot/blau)",335,633,367,661
2881.png,1920,1080,Vorfahrt,1208,455,1271,518
2881.png,1920,1080,"(Sonstiges, blau)",1210,518,1261,567
2880.png,1920,1080,"(Sonstiges, weiss)",1448,517,1477,542
2879.png,1920,1080,"(Sonstiges, rot/weiss)",879,555,898,574
2879.png,1920,1080,"(Sonstiges, rot/weiss)",1158,557,1178,577
2879.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",955,573,968,586
2879.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1158,576,1170,588
2878.png,1920,1080,Vorfahrt,1374,304,1449,374
2876.png,1280,720,"(Sonstiges, blau)",890,324,1071,379
2876.png,1280,720,"(Sonstiges, blau)",739,410,755,417
2875.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",1132,503,1168,539
2875.png,1920,1080,Zusatzschild,1130,539,1169,561
2875.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",481,493,522,533
2875.png,1920,1080,Zusatzschild,483,532,524,555
2874.png,1280,720,"(Sonstiges, blau)",237,281,300,344
2874.png,1280,720,Vorfahrt,745,244,787,285
2874.png,1280,720,"(Sonstiges, rot/blau)",916,321,930,336
2873.png,1280,720,"(Sonstiges, weiss)",846,198,877,237
2873.png,1280,720,"(Sonstiges, rot/weiss)",837,238,886,285
2873.png,1280,720,"(Sonstiges, weiss)",250,256,269,283
2872.png,1920,1080,"(Sonstiges, gelb)",1055,703,1094,753
2871.png,1920,1080,"70 km/h, Ende - Hoechstgeschwindigkeit",1386,332,1492,427
2870.png,1920,1080,"(Sonstiges, gelb)",1249,542,1358,581
2870.png,1920,1080,"(Sonstiges, weiss)",965,630,984,651
2869.png,1920,1080,"(Sonstiges, rot/weiss)",104,388,176,442
2869.png,1920,1080,"(Sonstiges, rot/weiss)",749,307,810,360
2869.png,1920,1080,"(Sonstiges, rot/weiss)",1080,442,1139,494
2869.png,1920,1080,"(Sonstiges, gelb)",1252,339,1533,395
2869.png,1920,1080,"(Sonstiges, gelb)",1255,392,1539,471
2869.png,1920,1080,"(Sonstiges, gelb)",1260,465,1543,522
2867.png,1280,720,"(Sonstiges, blau)",627,380,668,408
2866.png,1920,1080,"(Sonstiges, blau)",611,533,666,587
2866.png,1920,1080,"(Sonstiges, rot/weiss)",1154,502,1194,537
2866.png,1920,1080,"(Sonstiges, blau)",1160,538,1189,565
2866.png,1920,1080,"(Sonstiges, braun)",1570,542,1644,555
2866.png,1920,1080,"(Sonstiges, gelb)",1570,556,1639,574
2865.png,1920,1080,"(Sonstiges, rot/weiss)",1438,328,1548,430
2865.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",1127,514,1152,538
2865.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",612,519,637,543
2865.png,1920,1080,"(Sonstiges, weiss)",303,429,347,484
2864.png,1280,720,"(Sonstiges, weiss)",679,321,735,333
2864.png,1280,720,"(Sonstiges, braun)",679,334,735,344
2864.png,1280,720,"(Sonstiges, braun)",678,346,735,356
2864.png,1280,720,"(Sonstiges, braun)",679,359,735,369
2864.png,1280,720,"(Sonstiges, braun)",678,371,735,382
2863.png,1920,1080,Vorfahrt,1205,404,1300,492
2862.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",943,614,957,627
2862.png,1920,1080,"(Sonstiges, gelb)",934,563,990,625
2861.png,1920,1080,"(Sonstiges, rot/weiss)",1056,553,1089,581
2861.png,1920,1080,"(Sonstiges, blau)",1062,581,1085,605
2861.png,1920,1080,"(Sonstiges, blau)",835,640,860,665
2860.png,1920,1080,"30er-Zone, Beginn",869,510,915,557
2860.png,1920,1080,"(Sonstiges, rot/weiss)",927,468,975,514
2860.png,1920,1080,Zusatzschild,928,516,975,541
2859.png,1920,1080,Gefahrenzeichen,1300,430,1405,520
2859.png,1920,1080,Zusatzschild,1048,598,1072,611
2858.png,1920,1080,"(Sonstiges, gelb)",709,573,750,607
2858.png,1920,1080,"(Sonstiges, gelb)",1623,341,1676,373
2857.png,1920,1080,"(Sonstiges, gelb)",952,524,1017,615
2857.png,1920,1080,"(Sonstiges, gelb)",779,621,801,644
2857.png,1920,1080,Vorfahrt,742,632,749,639
2857.png,1920,1080,"(Sonstiges, gelb)",612,631,626,644
2856.png,1280,720,Vorfahrt,781,301,803,323
2856.png,1280,720,"(Sonstiges, gelb)",782,277,800,299
2856.png,1280,720,"(Sonstiges, blau)",1095,373,1116,395
2856.png,1280,720,Zusatzschild,1096,395,1118,407
2856.png,1280,720,Vorfahrt,328,318,354,341
2856.png,1280,720,"(Sonstiges, blau)",1019,222,1043,246
2856.png,1280,720,Zusatzschild,1008,244,1055,283
2856.png,1280,720,"(Sonstiges, rot/blau)",681,367,689,376
2856.png,1280,720,Zusatzschild,682,376,690,381
2856.png,1280,720,"(Sonstiges, rot/blau)",682,382,690,390
2856.png,1280,720,Zusatzschild,682,390,690,396
2856.png,1280,720,"(Sonstiges, blau)",901,328,951,376
2855.png,1920,1080,"(Sonstiges, weiss)",1005,593,1135,635
2855.png,1920,1080,"(Sonstiges, weiss)",1004,629,1134,671
2854.png,1280,720,"(Sonstiges, blau)",600,388,628,407
2853.png,1920,1080,"(Sonstiges, rot/blau)",1235,407,1297,480
2852.png,1920,1080,"(Sonstiges, blau)",1199,556,1228,585
2852.png,1920,1080,"50 km/h, Beginn - Hoechstgeschwindigkeit",1677,457,1743,518
2851.png,1920,1080,"(Sonstiges, weiss)",1306,202,1619,473
2851.png,1920,1080,"(Sonstiges, weiss)",1026,530,1098,621
2850.png,1920,1080,"(Sonstiges, rot/blau)",1336,448,1381,492
2849.png,1920,1080,"(Sonstiges, rot/blau)",1335,459,1388,514
2848.png,1920,1080,"(Sonstiges, rot/blau)",1107,441,1144,489
2847.png,1280,720,"(Sonstiges, rot/blau)",843,268,869,292
2847.png,1280,720,Baustelle,517,329,538,347
2846.png,1920,1080,"(Sonstiges, gelb)",890,557,938,626
2846.png,1920,1080,"(Sonstiges, gelb)",794,622,806,638
2846.png,1920,1080,"(Sonstiges, weiss)",796,615,806,622
2845.png,1920,1080,"(Sonstiges, blau)",708,560,749,597
2844.png,1920,1080,"(Sonstiges, weiss)",1053,519,1090,531
2844.png,1920,1080,Vorfahrt,1006,487,1036,517
2844.png,1920,1080,"(Sonstiges, blau)",498,555,526,582
2844.png,1920,1080,Vorfahrt,406,511,437,541
2843.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1127,529,1163,564
2843.png,1920,1080,"(Sonstiges, weiss)",916,599,946,626
2842.png,1920,1080,"70 km/h, Ende - Hoechstgeschwindigkeit",786,635,798,648
2841.png,1920,1080,"(Sonstiges, gelb)",1090,570,1184,612
2840.png,1920,1080,"(Sonstiges, rot/weiss)",1742,1,1920,175
2840.png,1920,1080,Zusatzschild,1277,520,1317,559
2840.png,1920,1080,"(Sonstiges, rot/weiss)",1269,471,1320,515
2840.png,1920,1080,"(Sonstiges, blau)",1011,637,1028,660
2839.png,1280,720,"Fahrstreifentafel ohne Gegenverkehr - zweistreifig (Hoechstgeschwindigkeit)",998,259,1098,403
2839.png,1280,720,"(Sonstiges, braun)",667,393,706,410
2838.png,1920,1080,"70 km/h, Ende - Hoechstgeschwindigkeit",1119,476,1169,524
2837.png,1920,1080,"(Sonstiges, rot/weiss)",1575,446,1651,505
2837.png,1920,1080,"(Sonstiges, rot/weiss)",579,442,646,503
2837.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",801,570,823,591
2837.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1106,569,1129,590
2836.png,1280,720,"(Sonstiges, blau)",767,324,792,349
2836.png,1280,720,"(Sonstiges, blau)",768,349,795,405
2835.png,1280,720,"(Sonstiges, blau)",644,367,679,391
2834.png,1920,1080,"(Sonstiges, rot/weiss)",1032,606,1068,640
2834.png,1920,1080,Zusatzschild,1032,644,1068,664
2834.png,1920,1080,in ... km,1032,667,1067,687
2834.png,1920,1080,"(Sonstiges, gelb)",972,673,1033,709
2833.png,1920,1080,"(Sonstiges, blau)",592,547,650,602
2832.png,1920,1080,"(Sonstiges, blau)",1317,444,1347,475
2832.png,1920,1080,Zusatzschild,1318,475,1348,492
2831.png,1920,1080,"(Sonstiges, blau)",1742,258,1820,329
2831.png,1920,1080,Zusatzschild,1747,328,1823,366
2831.png,1920,1080,Zusatzschild,1749,365,1824,416
2830.png,1920,1080,"(Sonstiges, gelb)",996,571,1123,673
2830.png,1920,1080,"(Sonstiges, rot/weiss)",935,630,963,656
2830.png,1920,1080,in ... m,938,655,959,667
2830.png,1920,1080,"(Sonstiges, blau)",772,679,779,686
2830.png,1920,1080,"(Sonstiges, rot/weiss)",850,657,860,666
2830.png,1920,1080,"(Sonstiges, blau)",851,666,860,675
2829.png,1280,720,"(Sonstiges, blau)",470,396,485,411
2828.png,1920,1080,"(Sonstiges, gelb)",839,469,967,517
2827.png,1920,1080,"(Sonstiges, gelb)",984,534,1075,605
2826.png,1920,1080,"80 km/h, Beginn - Hoechstgeschwindigkeit",1435,340,1529,430
2825.png,1920,1080,"(Sonstiges, rot/weiss)",1651,493,1717,547
2825.png,1920,1080,"(Sonstiges, blau)",1666,550,1713,591
2824.png,1920,1080,"70 km/h, Ende - Hoechstgeschwindigkeit",1125,539,1161,574
2823.png,1920,1080,Ende saemtlicher Streckenverbote,1038,566,1063,591
2822.png,1280,720,"(Sonstiges, weiss)",188,305,210,339
2822.png,1280,720,"(Sonstiges, blau)",470,314,485,331
2822.png,1280,720,Zusatzschild,472,331,483,341
2821.png,1920,1080,"(Sonstiges, blau)",1025,573,1040,586
2820.png,1280,720,"(Sonstiges, weiss)",672,384,689,411
2820.png,1280,720,"(Sonstiges, weiss)",487,379,506,408
2819.png,1920,1080,"(Sonstiges, rot/weiss)",1779,243,1920,391
2819.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",557,547,588,576
2819.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1049,551,1077,579
2818.png,1920,1080,"(Sonstiges, blau)",917,573,991,609
2818.png,1920,1080,"(Sonstiges, blau)",956,612,967,623
2818.png,1920,1080,"(Sonstiges, blau)",943,612,956,623
2817.png,1920,1080,"(Sonstiges, weiss)",1250,472,1340,587
2817.png,1920,1080,"(Sonstiges, gelb)",914,446,1034,561
2817.png,1920,1080,"(Sonstiges, blau)",915,404,941,446
2816.png,1920,1080,Lichtzeichenanlage,720,530,768,571
2816.png,1920,1080,Lichtzeichenanlage,1267,531,1317,575
2816.png,1920,1080,"(Sonstiges, rot/blau)",1312,576,1327,593
2816.png,1920,1080,"(Sonstiges, weiss)",1084,602,1093,610
2815.png,1920,1080,"(Sonstiges, weiss)",684,661,701,686
2815.png,1920,1080,"(Sonstiges, blau)",875,657,888,672
2815.png,1920,1080,Zusatzschild,876,672,886,680
2813.png,1280,720,Gefahrenzeichen,722,280,757,311
2813.png,1280,720,auf ... km,728,311,753,324
2812.png,1280,720,"(Sonstiges, weiss)",858,163,904,219
2812.png,1280,720,"(Sonstiges, rot/blau)",765,302,780,317
2811.png,1920,1080,Vorfahrt,1082,564,1106,588
2811.png,1920,1080,"(Sonstiges, gruen)",1051,568,1082,579
2811.png,1920,1080,"(Sonstiges, gruen)",1051,559,1082,568
2811.png,1920,1080,"(Sonstiges, gruen)",1051,550,1082,559
2811.png,1920,1080,"(Sonstiges, weiss)",1013,578,1045,588
2811.png,1920,1080,"(Sonstiges, weiss)",1013,588,1045,598
2810.png,1920,1080,Zusatzschild,1630,345,1767,414
2810.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",1625,220,1757,342
2809.png,1920,1080,"(Sonstiges, weiss)",1026,594,1047,630
2809.png,1920,1080,"(Sonstiges, weiss)",760,591,782,626
2808.png,1280,720,Vorfahrt,572,321,586,334
2807.png,1280,720,"(Sonstiges, gelb)",675,260,737,349
2807.png,1280,720,"(Sonstiges, blau)",720,237,737,262
2806.png,1920,1080,"(Sonstiges, rot/weiss)",454,528,509,580
2806.png,1920,1080,Zusatzschild,451,584,508,613
2806.png,1920,1080,Zusatzschild,450,614,506,643
2805.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",671,508,707,545
2805.png,1920,1080,"(Sonstiges, blau)",1338,564,1358,583
2805.png,1920,1080,"(Sonstiges, rot/blau)",1287,578,1303,598
2804.png,1920,1080,"(Sonstiges, blau)",882,646,896,659
2804.png,1920,1080,"(Sonstiges, blau)",997,616,1011,629
2804.png,1920,1080,"(Sonstiges, rot/weiss)",995,601,1012,616
2803.png,1920,1080,"(Sonstiges, blau)",273,535,301,562
2803.png,1920,1080,Zusatzschild,273,562,299,575
2802.png,1920,1080,Vorfahrt,937,651,957,671
2802.png,1920,1080,"(Sonstiges, blau)",961,680,976,695
2802.png,1920,1080,Zusatzschild,960,695,975,707
2802.png,1920,1080,"(Sonstiges, blau)",633,677,642,686
2802.png,1920,1080,Zusatzschild,631,686,642,693
2801.png,1920,1080,"(Sonstiges, blau)",1117,590,1167,623
2801.png,1920,1080,"(Sonstiges, blau)",1257,634,1279,646
2800.png,1920,1080,"(Sonstiges, weiss)",197,606,237,633
2800.png,1920,1080,"(Sonstiges, blau)",410,683,479,750
2800.png,1920,1080,Vorfahrt,1339,526,1411,593
2799.png,1920,1080,"(Sonstiges, rot/blau)",1184,467,1211,495
2799.png,1920,1080,"(Sonstiges, rot/blau)",1213,487,1239,515
2799.png,1920,1080,Zusatzschild,1214,513,1240,537
2799.png,1920,1080,Zusatzschild,1189,516,1214,538
2799.png,1920,1080,Zusatzschild,1186,493,1213,515
2799.png,1920,1080,Zusatzschild,1142,546,1163,564
2799.png,1920,1080,"(Sonstiges, blau)",1145,533,1159,546
2798.png,1920,1080,Gefahrenzeichen,1080,506,1122,545
2798.png,1920,1080,Zusatzschild,1091,544,1113,556
2797.png,1280,720,Vorfahrt,783,295,835,346
2797.png,1280,720,"(Sonstiges, weiss)",756,367,764,379
2796.png,1280,720,"(Sonstiges, blau)",619,369,667,405
2795.png,1920,1080,"(Sonstiges, blau)",570,700,624,752
2795.png,1920,1080,"(Sonstiges, weiss)",93,575,136,604
2795.png,1920,1080,"(Sonstiges, rot/weiss)",1645,430,1719,530
2794.png,1920,1080,Vorfahrt,776,642,797,662
2794.png,1920,1080,"(Sonstiges, gelb)",534,678,560,709
2794.png,1920,1080,"(Sonstiges, rot/weiss)",1052,663,1072,681
2792.png,1920,1080,"(Sonstiges, weiss)",1581,339,1659,410
2792.png,1920,1080,"(Sonstiges, rot/blau)",1164,520,1196,553
2791.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1069,543,1097,571
2790.png,1920,1080,"(Sonstiges, gelb)",1238,330,1474,549
2790.png,1920,1080,"(Sonstiges, weiss)",982,581,995,597
2790.png,1920,1080,"(Sonstiges, gelb)",588,575,629,587
2789.png,1280,720,"(Sonstiges, weiss)",412,334,429,359
2789.png,1280,720,"(Sonstiges, gruen)",868,344,901,355
2789.png,1280,720,"(Sonstiges, weiss)",839,344,853,364
2788.png,1280,720,"(Sonstiges, blau)",933,176,1020,263
2788.png,1280,720,Vorfahrt,769,303,814,347
2787.png,1920,1080,"60 km/h, Ende - Hoechstgeschwindigkeit",1235,421,1296,482
2786.png,1920,1080,"(Sonstiges, weiss)",1242,426,1358,569
2786.png,1920,1080,"(Sonstiges, gelb)",1046,547,1079,593
2785.png,1920,1080,Vorfahrt,183,454,224,491
2785.png,1920,1080,Vorfahrt,1510,410,1552,450
2785.png,1920,1080,"(Sonstiges, gelb)",1518,375,1541,411
2785.png,1920,1080,"(Sonstiges, rot/blau)",1274,490,1304,523
2785.png,1920,1080,"(Sonstiges, rot/blau)",983,561,997,575
2785.png,1920,1080,"(Sonstiges, blau)",984,574,999,588
2785.png,1920,1080,"(Sonstiges, rot/weiss)",752,557,768,571
2784.png,1280,720,"(Sonstiges, weiss)",857,278,943,301
2784.png,1280,720,"(Sonstiges, weiss)",857,300,943,323
2783.png,1920,1080,"(Sonstiges, rot/blau)",1221,529,1279,586
2782.png,1920,1080,"(Sonstiges, weiss)",957,662,1003,719
2782.png,1920,1080,"(Sonstiges, blau)",896,684,946,715
2782.png,1920,1080,"(Sonstiges, rot/weiss)",896,692,908,702
2782.png,1920,1080,Zusatzschild,898,702,906,709
2781.png,1920,1080,Ortseingangsschild,1105,513,1165,551
2781.png,1920,1080,Vorfahrt,981,552,1006,579
2780.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",693,544,727,578
2780.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1216,535,1247,565
2779.png,1920,1080,"(Sonstiges, blau)",584,592,637,645
2778.png,1280,720,"(Sonstiges, gelb)",645,226,710,250
2778.png,1280,720,"(Sonstiges, gelb)",645,250,710,274
2777.png,1920,1080,"(Sonstiges, gelb)",1249,491,1378,568
2776.png,1920,1080,"(Sonstiges, rot/blau)",1264,370,1336,457
2775.png,1920,1080,Baustelle,1074,563,1127,608
2775.png,1920,1080,in ... m,1082,608,1120,629
2774.png,1920,1080,"(Sonstiges, gelb)",219,317,468,518
2772.png,1920,1080,"(Sonstiges, blau)",1009,566,1062,605
2772.png,1920,1080,"(Sonstiges, blau)",944,568,1004,606
2771.png,1920,1080,"(Sonstiges, weiss)",905,683,939,727
2770.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",516,618,547,648
2770.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1039,610,1068,638
2769.png,1280,720,"(Sonstiges, gelb)",882,195,1067,413
2768.png,1280,720,Vorfahrt,691,328,701,338
2767.png,1920,1080,"(Sonstiges, blau)",747,631,772,655
2767.png,1920,1080,"(Sonstiges, rot/weiss)",774,594,791,611
2767.png,1920,1080,"(Sonstiges, rot/weiss)",1060,602,1076,617
2766.png,1920,1080,"Kraftfahrstrasse, Beginn",1447,400,1547,489
2765.png,1920,1080,Vorfahrt,1255,428,1310,479
2765.png,1920,1080,"(Sonstiges, rot/blau)",1008,544,1037,572
2764.png,1920,1080,Ortseingangsschild,962,695,985,709
2764.png,1920,1080,Gefahrenzeichen,943,713,958,726
2764.png,1920,1080,Zusatzschild,946,725,955,731
2763.png,1920,1080,Vorfahrt,1269,266,1351,346
2763.png,1920,1080,"(Sonstiges, blau)",1279,349,1339,407
2763.png,1920,1080,Zusatzschild,939,578,954,586
2763.png,1920,1080,Zusatzschild,939,586,954,594
2762.png,1920,1080,"(Sonstiges, gelb)",570,614,656,702
2761.png,1920,1080,"(Sonstiges, rot/blau)",1485,439,1533,478
2761.png,1920,1080,"(Sonstiges, weiss)",1452,492,1487,520
2761.png,1920,1080,"(Sonstiges, weiss)",1258,532,1278,551
2761.png,1920,1080,"(Sonstiges, weiss)",1146,563,1163,576
2761.png,1920,1080,Vorfahrt,1057,563,1068,573
2761.png,1920,1080,"(Sonstiges, weiss)",597,537,636,583
2761.png,1920,1080,"(Sonstiges, weiss)",520,604,530,612
2760.png,1920,1080,Vorfahrt,1201,484,1244,525
2759.png,1920,1080,"(Sonstiges, gelb)",619,506,725,614
2758.png,1280,720,"(Sonstiges, weiss)",923,270,961,325
2758.png,1280,720,"(Sonstiges, weiss)",834,334,865,381
2757.png,1920,1080,"(Sonstiges, blau)",1540,409,1577,445
2757.png,1920,1080,Zusatzschild,1533,442,1591,473
